"id","title","publisher","url","date","accessed","type","strength","crossVerified","usedFor","notes","publishedAt","publishedDateLabel","accessedAt","sourceClass","usageCount","retentionStatus"
"src-quarks-scale","Quarks Technosoft company profile","Tofler","https://www.tofler.in/quarks-technosoft-private-limited/company/U72200RJ2009PTC029107","Commercial filing profile accessed 2026-08-16","2026-08-16","Commercial filing-derived profile","MEDIUM","false","Legal identity and broad FY22 revenue range","Exact revenue and employee figures were removed.",,"Commercial filing profile accessed 2026-08-16","2026-08-16","OTHER","2","REFERENCED"
"src-rera-project-register","UP-RERA project register","Uttar Pradesh Real Estate Regulatory Authority","https://www.up-rera.in/View_projects.aspx","Warehouse snapshot 2026-06-18; reviewed 2026-08-16","2026-08-16","Official regulatory register","HIGH","true","Sector 22D project identity, promoter, registration status and completion dates","The live register search is CAPTCHA-bound. Unit counts and OC/occupancy are not uniformly available in the reviewed warehouse extract.",,"Warehouse snapshot 2026-06-18; reviewed 2026-08-16","2026-08-16","OFFICIAL","56","REFERENCED"
"src-yeida-group-housing-current","YEIDA residential group-housing property page","Yamuna Expressway Industrial Development Authority","https://www.yamunaexpresswayauthority.com/property/residential-group-housing","Live page reviewed 2026-08-17","2026-08-17","Official authority property page","HIGH","true","Checking claimed group-housing developer/project names and authority plot evidence","No verified County project/plot identity was found during the official-source refresh.",,"Live page reviewed 2026-08-17","2026-08-17","OFFICIAL","1","REFERENCED"
"src-rera-project-map","UP-RERA official project-map service","Uttar Pradesh Real Estate Regulatory Authority","https://uprera.azurewebsites.net/WebService1.asmx/ProjectOnMAp_all","Live service reviewed 2026-08-16","2026-08-16","Official regulatory map service","HIGH","true","Spatial corroboration where current project detail pages omit parcel identifiers","A point inside a parent parcel is labelled spatial-probable; it never establishes a phase boundary.",,"Live service reviewed 2026-08-16","2026-08-16","OFFICIAL","4","REFERENCED"
"src-yeida-building-regulations","YEIDA Building Regulations 2010","YEIDA","https://bpms.yamunaexpresswayauthority.com/pdf_viewer_index.php?pdf_path=./pdf/byelaws.pdf","Notification 2010-12-20","2026-08-16","Official building regulations","HIGH","true","FAR, ground coverage, dwelling-unit and height controls","Exact application remains scheme/layout and approval specific.",,"Notification 2010-12-20","2026-08-16","OFFICIAL","6","REFERENCED"
"src-yeida-masterplan2041","YEIDA Master Plan 2041 report","YEIDA","https://www.yamunaexpresswayauthority.com/uploads/2026/01/20240902_FULL-REPORT_Master-Plan_YEIDA-2041_pk_print-WO-highlight.pdf","Report dated 2024; official file hosted 2026","2026-08-16","Official draft planning report","HIGH","false","Planning scenarios, airport employment assumption and broader corridor context","Planning assumptions are not realised jobs or housing demand.",,"Report dated 2024; official file hosted 2026","2026-08-16","OFFICIAL","1","REFERENCED"
"src-yeida-housing-scheme-1239","YEIDA 1,239-flat housing scheme","Hindustan Times","https://www.hindustantimes.com/real-estate/yeida-housing-scheme-2024-1200-units-for-sale-near-noida-airport-application-procedure-prices-last-date-and-more-101726803516910.html","2024-09-20","2026-08-16","Established media reporting authority scheme","MEDIUM","true","Verified authority scheme stock and configuration sizes","OC, actual occupancy and current availability remain unavailable.","2024-09-20","2024-09-20","2026-08-16","OFFICIAL","3","REFERENCED"
"src-gh-auction-envelope","YEIDA offers group-housing plots including eight in Sector 22D","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/greater-noida-yeida-offers-19-group-housing-plots-under-new-scheme-101722453643247.html","2024-07-31","2026-08-16","Established media reporting authority scheme","MEDIUM","true","Eight-parcel area envelope and theoretical FAR capacity","Non-additive with parcels subsequently registered in RERA.","2024-07-31","2024-07-31","2026-08-16","OFFICIAL","1","REFERENCED"
"src-136-projects-jobs","YEIDA pipeline of 136 projects and 50,000 committed jobs","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-eyes-31-000-cr-investment-50-000-jobs-from-136-projects-in-yamuna-city-101779305370724.html","2026-05-20","2026-08-16","Established media reporting authority commitment","MEDIUM","false","Demand-scenario ceiling context","Committed jobs are not realised payroll.","2026-05-20","2026-05-20","2026-08-16","OFFICIAL","4","REFERENCED"
"src-sobha-rivana-official","Sobha Rivana Greater Noida launch disclosure","Sobha Limited","https://sobhaltd.in/updates/sobha-rivana-launched-in-greater-noida-q4-fy26-launch/","2026-03-25","2026-08-17","Listed-company project disclosure","HIGH","false","Research-queue identity, launch date and RERA number","Promotional performance, price and appreciation claims are not accepted as rating evidence.","2026-03-25","2026-03-25","2026-08-17","CORPORATE","1","REFERENCED"
"src-sobha-aurum-official","Sobha Aurum RERA registration disclosure","Sobha Limited","https://sobhaltd.in/updates/sobha-aurum-sector-36-greater-noida-rera-registration-approved/","2025-06-17","2026-08-17","Listed-company project disclosure","HIGH","false","Research-queue identity, RERA number, declared units and completion target","Early-stage project; no delivery outcome, independent progress or transaction evidence inferred.","2025-06-17","2025-06-17","2026-08-17","CORPORATE","1","REFERENCED"
